kew_word,text_window,file,period,key_word,sentiment,confidence_score
Constantinopla,"la mano ; y que la ingente mole de los invasores se había puesto ya en marcha camino del Danubio , pensando cruzarlo con los medios que conservaban de la anterior invasión . Fue más que una tromba , más que una catarata antediluviana ; fue como un temblor de tierra , como la rotura de un dique geológico , como el corrimiento de una cordillera , como la erupción simultánea de un circo de volcanes . Cuando la noticia llegó a Thessalónica , en el preciso momento en que la corte iba , por fin , a trasladarse a Constantinopla , conforme hemos visto , Numisio llevaba ya varios días de sostener combates parciales con una u otra ala de los tres cuerpos de ejército en que las hordas aliadas se habían dividido para imprimir algún orden al caos de la invasión ; siguiéndolas tenazmente , no aceptando batalla cuando se la presentaban , atacándoles él cuando favorecían las circunstancias , por ejemplo , cuando alguna guerrilla o partida destacada del grueso de la invasión penetraba frenética y enajenada , cegada por los propios estragos , en alguna población abierta o intentaba expugnar alguna fortaleza o alguna ciudad murada ;",SPA4021_Costa_ElUltimoDia_annotated.xml,1900-1920,Constantinopla,Very Negative,0.5482285022735596
Constantinopla,"habia 
 determinado partir aquel dia , y era natural que el pueblo se regocijase 
 al verse libre del cruelísimo tirano que no habia sido su rey , sino su 
 verdugo . Pero Azan se llevaba con sus inmensas riquezas sus numerosos 
 esclavos , se llevaba á Cervantes , y esto habia desvanecido todas las 
 esperanzas de la esposa de Dalí Mamí y las del caritativo sacerdote . Once buques se balanceaban en el puerto y estaban prontos á levantar sus 
 anclas y á desplegar sus lonas para surcar las aguas con rumbo á 
 Constantinopla : cuatro eran de propiedad de Azan , y siete se le habian 
 dado de escolta . Los cautivos estaban amarrados á los demas barcos y empuñaban los remos . 
 Solo faltaba que se embarcase el poderoso renegado y que diese la órden 
 de hacerse á la vela . A nuestro poeta se le habia destinado á remar en la misma galera que 
 debia ocupar su amo . Resignado como siempre se encontraba el infeliz 
 cautivo , pero nada mas que resignado , y en su rostro pálido y demacrado 
 se advertia la mas",SPA1014_OrtegaYFrias_Cervantes_annotated.xml,1840-1859,Constantinopla,Very Positive,0.5269558429718018
Constantinopla,"las olas su largo levitó oscuro , ceñido por el 
                                     zurriago de cuero de hipopótamo , insignia de su clase , que había 
                                     servido de dogal . El embajador no pudo verlo ; había salido aquella noche de 
                                     Constantinopla con tan grande urgencia , que sólo llevaba por 
                                     equipaje una pequeña maleta de mano ... Y con esta pequeña maleta 
                                     de mano hemos visto a Jacobo llegar al Grand Hôtel , después de 
                                     merodear dos meses por las logias más tenebrosas y los garitos 
                                     más elegantes de Italia . El ministro fugitivo de Constantinopla hallábase alojado en el 
                                     cuarto piso del hotel , en una habitación de doce francos 
                                     diarios , harto opulenta para quien sólo contaba en el mundo con 
                                     tres millones de deuda al 15 por 100 , y sobrado mezquina para lo 
                                     que juzgaba indispensable a su decoro el excelentísimo señor don 
                                     Jacobo Téllez-Ponce Melgarejo , marqués consorte de Sabadell . A la luz de un candelabro de color que ardía en uno de los 
                                     extremos de la chimenea , devoraba Jacobo los periódicos 
                                     españoles que relataban el nuevo cambio político acaecido en 
                                    ",SPA3013_Coloma_Pequeneces_annotated.xml,1880-1899,Constantinopla,Very Negative,0.5204715132713318
Constantinopla,"y a lo que venían . Eran embajadores de Albania y de Morea , y venían a ofrecer a Don Juan de Austria la corona de aquellos reinos oprimidos por el Turco , y a darle obediencia , desde luego , en nombre de los cristianos albaneses . Llevaba la voz el viejo y hablaba con gran reposo y señoril aplomo , marcando con grande autoridad los puntos principales que podían decidir a Don Juan a aceptar la oferta , e insistiendo una y otra vez en que era necesario aprovechar el pánico y desaliento inmenso que había producido en Constantinopla y en todo el Imperio otomano la terrible derrota de Lepanto . No turbó a Don Juan en lo más mínimo la inesperada propuesta , que venía a realizar de un golpe sus brillantes sueños de estudiante : ¡ conquistar un reino para Cristo ! ... Y ya no era el sueño de su imaginación juvenil , exaltada entonces por las lecturas caballerescas de Alcalá ; era realidad , y allí estaba el reino llamándole , abriéndole sus puertas , tendiéndole los brazos y ofreciéndole cetro y corona a trueque de que la espada vencedora de Lepanto sirviese de salvaguardia",SPA4025_Coloma_Jeromin_annotated.xml,1900-1920,Constantinopla,Positive,0.4896169900894165
Constantinopla,"los secuaces de la política contraria . La muerte sorprendió al personaje en Génova el 11 de diciembre , e 
                                     ignórase al presente por qué mano fueron a parar entonces 
                                     aquellos papeles a cierta logia de Milán , que los remitió más 
                                     tarde a Víctor Manuel como armas preciosas que podían muy bien 
                                     afianzar en España el trono siempre vacilante de su hijo , atando 
                                     de pies y manos a ciertos políticos venales , modelo en todas las 
                                     épocas de deslealtad y de imprudencia . Acertó entonces a llegar a Milán , fugitivo de Constantinopla , el 
                                     marqués de Sabadell , perdido y arruinado , y presentóse en 
                                     aquella logia , donde años antes le había iniciado Garibaldi . 
                                     Acogiéronle los venerables como a enviado del Gran Arquitecto , y 
                                     presentáronle al punto a Víctor Manuel como el hombre a 
                                     propósito para llevar a España documentos e instrucciones , e 
                                     imprimir a la política de don Amadeo el rumbo deseado en Italia . El refuerzo llegó , sin embargo , tarde y ya hemos visto cómo la 
                                     caída del duque de Aosta destruyó en París las cuentas galanas",SPA3013_Coloma_Pequeneces_annotated.xml,1880-1899,Constantinopla,Very Negative,0.4780908524990082
Constantinopla,"desnudo , esculpido en 
                                     mármol blanco , tenía en su   boudoir 
                                      siempre a la vista . Al pronto no le había conocido , 
                                     porque difícil era reconocer en aquel arrogante mozo al débil 
                                     jovencillo Jacobo Téllez-Ponce , casado doce años antes con la 
                                     marquesa de Sabadell , prima lejana de Currita ; desde entonces no 
                                     había vuelto a verle esta , y jamás le hubiera reconocido si , 
                                     corriendo a ella Leopoldina Pastor , no le dijera : -¿Has visto a Jacobo Téllez ? ... Decían que se había casado en 
                                     Constantinopla con una turca monísima ... ¿ Qué traerá aquí ese 
                                     indecente ? La duquesa de Bara contestó una indecorosa paparrucha , mirándole 
                                     con desprecio ; las señoras se echaron a reír , y Currita exclamó 
                                     muy admirada : -¿Pero es ese Jacobo ? ... ¡ Dios mío ! Si me estaba pareciendo desde 
                                     aquí Byron en persona , mi poeta querido ... ¡ Qué semejanza tan 
                                     exacta ! ... Y sin esperar más explicaciones , levantóse vivamente para ir a su 
                                     encuentro ; la duquesa de Bara la detuvo bruscamente por el 
                                     vestido",SPA3013_Coloma_Pequeneces_annotated.xml,1880-1899,Constantinopla,Very Negative,0.46604108810424805
Constantinopla,"servicio del Imperio , cuando no se retiraban al otro lado del Danubio . Sin aventurar grandes batallas , con sólo hábiles operaciones , dirigidas personalmente por el emperador o dispuestas por él como estratega , la pujanza de la bravía gente gruthunga había quedado quebrantada ; el peligro godo , en su manifestación aguda , se había disipado . -¡Ea ! -dijo , por fin , un día Theodosio , decidido a acallar las solicitaciones de la capital , que no cesaba de reclamar la presencia de la corte dentro de sus murallas;- vamos a trasladar nuestros penales a Constantinopla : disponedlo todo para dentro de tres días : por fin han quedado limpias de bárbaros las provincias invadidas ... -Las provincias , sí , hasta cierto punto -prorrumpió Eucherio , que no acababa de ver claro en la política de su sobrino:- pero es porque hemos hecho de los invasores nuestros huéspedes , alojándolos en nuestras propias casas , y ahora los tenemos dentro , en actitud de alzarse señores y amos . -¿Dentro ? ... Y fuera también -interrumpió , con voz que la emoción hacía temblorosa , el magister militum , penetrando en la estancia.- No hay",SPA4021_Costa_ElUltimoDia_annotated.xml,1900-1920,Constantinopla,Neutral,0.4626491963863373
Constantinopla,"esclavitud , en tiempo de Valente y Lupicino , para no perecer de inanición y trabajaban en las construcciones , según Synesio . Adquirió material para una zeca . Comprometió profesores dotados con esplendidez , que aprendieran en Byzancio la lengua de los visigodos , a fin de fundar con ellos en el centro de las nuevas colonias un Museo o Instituto de Estudios Superiores , seminario de maestros y cátedra de letras y ciencias , con exclusión de sofistas , teólogos , abogados , magistrados y juristas . Organizó , por fin , un Negociado permanente con residencia en Constantinopla , para sus relaciones con la Administración central del Estado . Por fin , un día partió para la Moesia en compañía de Baltharico y sus hijas , siendo obsequiosamente despedidos por la familia imperial , la de Fravitta y otras muchas , incluso de godos , que miraban la empresa con simpatía y querían coadyuvarla . Internáronse a buen paso en la Thracia , dejaron en Adrianópolis la carretera general ( de la Galia a Jerusalén ) , para torcer a la derecha en dirección a Nicopolis . Era Fravitta mozo de prendas , más noble de ánimo que",SPA4021_Costa_ElUltimoDia_annotated.xml,1900-1920,Constantinopla,Very Positive,0.4619511067867279
Constantinopla,"de un bergantin de guerra español , que estaba varado en la costa . Al amanecer del siguiente dia , vieron los enemigos al héroe sobre la cubierta del buque ; armado con su espada y su rodela , aguardaba impasible que aquellos le atacasen para morir matando ; pero Piali , asombrado por tan indomable denuedo , respetó su vida , se adelantó á él sin armas y le ofreció su mano . Don Alvaro de Sande fué victoreado por los diez mil turcos , que no habian podido vencer su constancia , y conducido poco despues cautivo á Constantinopla , el rey D. Felipe se apresuró á rescatarle , ofreciendo por su libertad todo cuanto Soliman pidiese . Respecto á Flandes , no anduvo menos activo , pues envió á la Gobernadora prontos auxilios , con orden espresa de que pusiese en pié de guerra cinco regimientos de infantería y un cuerpo respetable de caballería . Doña Margarita secundó con acierto las intenciones de su augusto hermano , y cayendo impensadamente sobre Valenciennes , cuyos moradores habian declarado ódio eterno á los católicos , la obligó á que recibiese una guarnicion de las mejores tropas , despues de haber",SPA1018_Andueza_DonFelipe_annotated.xml,1840-1859,Constantinopla,Very Positive,0.46172481775283813
Constantinopla,"a que se quedase . ¿ Iba a negarle aquel rato de 
                                     expansión ? ... ¡ Estaba tan triste , tan abatido , tan solo en el 
                                     mundo ! Miróle el tío Frasquito extrañado , y la curiosidad , que es la 
                                     fuerza de resistencia más sufrida que se conoce , le clavó en el 
                                     asiento ... Quizá iba a despejar la X misteriosa que se debatía 
                                     aquella misma tarde en la terraza del Grand Hôtel , la incógnita 
                                     que representaba la presencia intempestiva de Jacobo en París , 
                                     abandonando su Embajada de Constantinopla . El tío Frasquito 
                                     recordaba haber aprendido en el Colegio Imperial , allá cincuenta 
                                     años antes , aquello de Horacio : « Fecundi calices quem non fecere 
                                     disertum ? » . Y el ponche fue aceptado con disimulado entusiasmo . Horacio no se equivocó , en efecto : Jacobo comenzó   inter pocula   sus confidencias , 
                                     hablando lentamente , muy bajo , a retazos , como un hombre 
                                     agobiado de pena que destila gota a gota por los labios la 
                                     amargura que inunda su alma ... Abrumábale el peso de un 
                                     remordimiento",SPA3013_Coloma_Pequeneces_annotated.xml,1880-1899,Constantinopla,Very Positive,0.44780245423316956
Constantinopla,"en tan críticos momentos , 
                                     abandonando su alto puesto , y recibiéronle con el despreciativo 
                                     recelo que infunde siempre el enemigo derrotado que se pasa 
                                     después de la batalla al campo victorioso . Jacobo , sin embargo , aparentando no echar de ver la frialdad con 
                                     que le recibían , cercioróse por sí mismo de la verdad de las 
                                     noticias de Diógenes , sin dejar traslucir tampoco la inquietud 
                                     que al pronto le habían estas causado . Él lo ignoraba todo , o 
                                     aparentaba ignorarlo ; había salido dos meses antes de 
                                     Constantinopla para Turín , marchando luego a Florencia y Génova , 
                                     y hecho después un viaje delicioso a lo largo de la   corniche   italiana , deteniéndose 
                                     en Bordighera , en Niza y , últimamente , en Mónaco cerca de una 
                                     semana . Currita miraba atentamente desde su asiento al apuesto viajero , 
                                     retrato de lord Byron , su héroe favorito , tipo adorable de 
                                     hombre , según ella , cuyo magnífico busto desnudo , esculpido en 
                                     mármol blanco , tenía en su   boudoir 
                                      siempre a la vista . Al pronto no",SPA3013_Coloma_Pequeneces_annotated.xml,1880-1899,Constantinopla,Neutral,0.43621912598609924
Constantinopla,"Chinchón ! ... La abro , y el mismo lema : ¡ Mentecato ! Al día 
                                     siguiente , carrta de Fuente Obejuna , provincia de Córrdoba , y lo 
                                     mismo ... En fin , hijo , desde entonces todos los días , sin 
                                     faltarr ninguno , una carrtita de letra diverrsa , de parrte 
                                     distinta , las más rremotas en todas las partes del globo , de 
                                     Francia , de Inglaterra , de Alcorrcón , de Alemania , de 
                                     Chinchilla , de Calcuta . ¡ Ya tú ves ! De Calcuta , de 
                                     Constantinopla , de Terrrones , Jacobito , de Terrrones , 
                                     pueblecillo de tres casas , en la provincia de Salamanca ; y 
                                     siempre con el mismo lema : ¡ Mentecato ! ... Un día , el 20 de 
                                     enero , san Sebastián márrtir , ¡ me acuerdo muy bien ! , estaba más 
                                     tranquilo ; llegó el correo y no trajo carrta ninguna ... Porr la 
                                     tarrde abro ahí -y abrió la mesilla de noche- y allí ... dentro 
                                     me encuentro una carrta ; la abro ... ¡ Mentecato ! ... Dime tú si 
                                    ",SPA3013_Coloma_Pequeneces_annotated.xml,1880-1899,Constantinopla,Very Negative,0.4360825717449188
Constantinopla,"mas de un Príncipe poderoso llegó 
 á Burgos á solicitar el honor de ser armado 
 caballero por mano de D. Alonso el deceno , aumentando de 
 esta suerte la universal reputacion de que ya gozaba , pues 
 si bien el ser padrino en tan solemne ceremonial no conservaba 
 superioridad de dominio , conferia al menos preeminencia de 
 honor y obligacion de obsequio . Entre 
 los varones ilustres que desde la muerte de San Fernando 
 habian obtenido aquella distincion de nuestro Príncipe , 
 se contaban : Felipe , hijo del Emperador de Constantinopla ; 
 Boabdil , Rey de Granada ; el Marqués de Monferrat , 
 el Conde Rodulfo , príncipe heredero de Alemania ; D. 
 Gaston de Bearne y otros muchos Infantes que despues ocuparon 
 los primeros tronos de Europa , siendo el último de 
 todos el príncipe de Gales que ingresó en la 
 Orden , precisamente en la época á que nos referimos 
 en el presente capítulo . Magníficos 
 fueron los preparativos que dispuso D. Alonso para armar 
 caballero al hijo de su hermana Doña Leonor y del 
 Rey de Inglaterra ,",SPA1015_Jover_LasAmarguras_annotated.xml,1840-1859,Constantinopla,Very Positive,0.42379051446914673
Constantinopla,".... ¡ Dios os conserve y proteja vuestra santa mision ! Separáronse despues de algunos momentos , no sin derramar lágrimas de 
 dolorosa ternura . Volvió á crujir la puerta y rechinaron los férreos cerrojos . Cervantes se recostó en la paja pronunciando el nombre de su madre y 
 luego quedó entregado á profundas y tristísimas meditaciones . No habia esperanza de que el cristiano celo de fray Juan Gil consiguiese 
 alcanzar la libertad del infeliz cautivo que , ó debia muy pronto 
 enfermar y morir en su encierro , ó seguir á su amo á Constantinopla , 
 donde el rescate se , haria mas dificultoso y la fuga imposible . Los 
 amargos sufrimientos que abreviaron la vida del anciano Cervantes , los 
 sacrificios hechos por doña Leonor y Andrea , debían ser estériles ; sus 
 resultados no debían probablemente ser otros que la ruina de aquella 
 virtuosa familia despues de haber sufrido todo género de humillaciones , 
 despues de haber apurado en silencio la hiel de toda clase de amarguras . El reverendo fray Juan Gil trabajaba con mas ardor cuanto mas se 
 obstinaba Azan en no rebajar el",SPA1014_OrtegaYFrias_Cervantes_annotated.xml,1840-1859,Constantinopla,Positive,0.41277921199798584
Cuba,"  medicamentos están compuestos con el jugo de 
  diversas   plantas , con su raíz , su semilla o su corteza , o como la goma arábiga y otras con la resina de algún árbol . Apenas   hay planta que no tenga una virtud , y si algunas son todavía desconocidas , ¿ quién sabe si mañana descubrirá en   ellas la ciencia nuevas propiedades ? -¿Y de dónde sale el azúcar ? -preguntó Tomasito . -De unas cañas que también se cultivan en América , y que forman una de las principales riquezas de la Isla de Cuba . -Diga usted , papá , ¿ no hay también plantas venenosas ?   -interrogó Flora . -Las hay , y en tanto es así , que algunas que tomadas   en ciertos casos y en las dosis propinadas por un hábil   médico pueden conservar la salud , y hasta devolverla   cuando se ha perdido , si imprudentemente o por equivocación se introducen en nuestro estómago , pueden causar   la muerte . La cicuta , por ejemplo , es un eficaz veneno ; y   como su hoja es muy parecida a la del perejil , ha",SPA3028_PascualDeSanjuan_Flora_annotated.xml,1880-1899,Cuba,Neutral,0.8650987148284912
Cuba,"da criaturas tan bellas como la que en este 
		 instante se apoya en mi brazo con una languidez mil veces 
		 seductora . ¡ Qué danzas serán esas bailadas 
		 por mujeres cuyo talle ligero se asemeje al que ahora estrecho 
		 en el hueco de mi mano ... ! : pero ¿ acaso no es usted , Marcelina , 
		 la más bella personificación de lo que quiero 
		 conocer ? -¡Ah , nunca ! ¡ Que por más que lo desee no 
		 me es dado imprimir a esta danza el carácter nacional 
		 de mi hermosa Cuba ! Aquello es otra cosa ... Pero , general , 
		 usted se fatiga y no es extraño , porque esto no es 
		 danza , es una galop infernal capaz de dejar sin aliento el 
		 pecho más robusto . ¡ Si tal aconteciera en mi país ! ... -No hay que hablar de ello -repuso el general con brusca 
		 franqueza- . Con aquel calor se hubiera uno muerto como San 
		 Lorenzo . -Si no hay allí calor ... -¿Cómo ? -Digo que , aunque le haya , vienen las lluvias y refrescan , 
		 viene la",SPA2002_RosaliaDeCastro_ElCaballeroDeLasBotas_annotated.xml,1860-1879,Cuba,Very Positive,0.7837015390396118
Cuba,"capitalista y propietario señor D. Pedro Blanco , de quien tantos actos de sublime « filantropía hemos tenido el honor de hacer públicos , piensa añadir á esa série de nobles y generosas acciones un nuevo rasgo « que no tiene ejemplo , tanto por lo grande que es en la esfera de « la virtud , cuanto por la inmensa sama que costará á su ilustre autor . El señor D. Pedro Blanco trata nada menos que de emancipar , dándoles la libertad , á todos los negros que posee en los establecimientos industriales y agrícolas que tiene en Cuba , el dia « de su cumpleaños , que es el 15 del próximo marzo . Las cabezas que el señor Blanco posee , llegan , segun nos han asegurado , « al número de seiscientas , por consiguiente su valor en metálico « ascenderá á la alta suma , poco mas ó menos , de SEISCIENTOS MIL DUCADOS , ó SEAN DOCE MILLONES DE REALES . Un acto de esta especie no « puede encarecerse , y cuantos elogios de él se hicieran , no harian « mas que desvirtuar la grandeza que en sí tiene . » Sin",SPA2012_Altadill_BarcelonaYsusMisterios_annotated.xml,1860-1879,Cuba,Very Positive,0.7713932991027832
Cuba,"que lo fue 
 la de entrar . El edificio era , en efecto , una 
 colmena humana donde al considerable enjambre de abejas laboriosas , 
 se había añadido una masa irremovible de inútiles zánganos . El estruendo , la destrucción y la 
 rapiña imperaban por todas partes . Los fanáticos arrojaban los 
 muebles por los balcones ; la chusma se hartaba en la despensa y la 
 bodega de perniles y vino ; los sibaritas llenaban sus bolsillos con 
 los excelentes cigarros de la Vuelta de Abajo que el intendente de 
 rentas de Cuba , regalaba a su jefe el Ministro de Hacienda . Cuando los trastos , los tapices y las 
 esteras formaron en la calle un cúmulo caótico , fueron acariciados 
 con las rojas lenguas de las teas ; y como la llama , a la vez que 
 distrae los ojos regocija el ánimo de ciertas gentes , no faltaron 
 alegres amotinados que propusieron quemar la casa al mismo tiempo 
 que los muebles . Bastó , no obstante , que una potente 
 voz hiciera la observación de que la finca pertenecía al marqués de 
 Murillo",SPA3012_Barreras_ElEspadachin_annotated.xml,1880-1899,Cuba,Very Negative,0.7707876563072205
Cuba,"tanda de cesantes . Entre 
 ellos vio Rubín al individuo a quien sólo faltaban dos meses de 
 empleo para poder pedir su jubilación . Tenía pintada en su cara la 
 ansiedad más terrible ; su piel era como la cáscara de un limón 
 podrido , sus ojos de espectro , y cuando se acercaba a la mesa de 
 los espiritistas , parecía uno de aquellos seres muertos hace miles 
 de años , que vienen ahora por estos barrios , llamados por el toque 
 de la pata de un velador . El clima de Cuba y Filipinas le había 
 dejado en los huesos , y como era todo él una pura mojama , 
 relumbraban en su cara las miradas de tal modo que parecía que se 
 iba a comer a la gente . A un guasón se le ocurrió llamarle Ramsés 
 II , y cayó tan en gracia el mote , que Ramsés II se quedó . Pasando 
 con desdén por junto a los espiritistas , se sentaba en el círculo 
 de los empleados , oyendo más bien que hablando , y permitiéndose 
 hacer tal cual observación con",SPA3001_PerezGaldos_FortunataYJacinta_annotated.xml,1880-1899,Cuba,Very Negative,0.764501690864563
Cuba,"; cierto inexplicable 
 idealismo , algo de histórico y religioso a la vez , mezclado con la 
 complicación de líneas y el juego de colores que combina a su 
 capricho el sol , han determinado esta asociación extravagante , que 
 yo me explico por la huella de romanticismo que dejan en el 
 espíritu las impresiones de la niñez . El 

     
       Santísima Trinidad 
     
      era un navío de cuatro 
 puentes . Los mayores del mundo eran de tres . Aquel coloso , 
 construido en La Habana , con las más ricas maderas de Cuba en 1769 , 
 contaba treinta y seis años de honrosos servicios . Tenía 220 pies 
 ( 61 metros ) de eslora , es decir , de popa a proa ; 58 pies de manga 
 ( ancho ) , y 28 de puntal ( altura desde la quilla a la cubierta ) , 
 dimensiones extraordinarias que entonces no tenía ningún buque del 
 mundo . Sus poderosas cuadernas , que eran un verdadero bosque , 
 sustentaban cuatro pisos . En sus costados , que eran fortísimas 
 murallas de madera , se habían abierto al construirlo",SPA2003_PerezGaldos_Trafalgar_annotated.xml,1860-1879,Cuba,Very Positive,0.7502341866493225
Cuba,"junto 
 a mí , o elevarse lentamente hacia los cielos de donde 
 había venido , animándome a seguirla con la 
 sonrisa divina y la mirada inefable que tantas veces me había 
 dirigido . 
  Pero cuando despertaba era la mujer y no el ángel 
 la que veían mis ojos y amaba mi corazón . La 
 mujer más bella , más adorable que pudo hacer 
 palpitar jamás el corazón de un hombre : era 
 Carlota con su tez de azucena , sus grandes ojos que han robado 
 su fuego al sol de Cuba ; ¡ Carlota con su talle de palma , 
 su cuello de cisne , su frente de 15 años ... ! y al 
 contemplarla tan hermosa pensaba que era imposible verla 
 sin amarla ; que entre tantos como la ofrecerían un 
 corazón encontraría ella uno que hiciese palpitar 
 el suyo , y que para él serían únicamente 
 todos los latidos de aquel hermoso seno , todas las miradas 
 de aquellos ojos divinos y las sonrisas de aquellos labios 
 de miel . -¡Teresa ! -añadió bajando la voz 
 que había sido hasta",SPA1021_GomezDeAvellaneda_Sab_annotated.xml,1840-1859,Cuba,Very Positive,0.7461560964584351
Cuba,"la guerra de África , abandonó el 
 servicio activo . Era el único individuo de la tertulia que no tenía 
 trampas ni apuros de dinero . Su existencia plácida y ordenada , 
 reflejábase en su persona pulcra , robusta y simpática . Su facha 
 denunciaba su profesión militar y su natural hidalgo ; tenía bigote 
 blanco y marcial arrogancia , continente reposado , ojos vivos , 
 sonrisa entre picaresca y bondadosa ; vestía con mucho esmero y 
 limpieza , y su palabra era sumamente instructiva , porque había 
 viajado y servido en Cuba y en Filipinas ; había tenido muchas 
 aventuras y visto muchas y muy extrañas cosas . No se alteraba 
 cuando oía expresar las ideas más exageradas y disolventes . Lo 
 mismo al partidario de la inquisición que al petrolero más rabioso , 
 les escuchaba Feijoo con frialdad benévola . Era indulgente con los 
 entusiasmos , sin duda porque él también los había 

       
         padecido 
       
        . Cuando alguno se expresaba ante él 
 con fe y calor , oíale con la paciencia 

       
        compasiva con que se oye a los locos . También él había",SPA3001_PerezGaldos_FortunataYJacinta_annotated.xml,1880-1899,Cuba,Very Positive,0.7109088897705078
Cuba,"Al mes , ya Feijoo no podía vivir sin 
 aumentar indefinidamente las horas que al lado de ella pasaba . 
 Muchos días comían o almorzaban juntos , y como ambos amantes habían 
 convenido en enaltecer y restaurar prácticamente la hispana cocina , 
 hacía la 

       
         individua 
       
        unos guisotes y fritangas , cuyo olor 
 llegaba más allá de San Francisco el Grande . De sobremesa , si no 
 jugaban al tute , el buen señor le contaba a su querida aventuras y 
 pasos estupendos de su dramática vida militar . Había estado en Cuba 
 en tiempo de la expedición de Narciso López , y trabajó mucho en la 
 persecución y captura del famoso insurgente . Fortunata le oía 
 embelesada , puestos los codos sobre la mesa , la cara sostenida en 
 las manos , los ojos clavados en el narrador , quien bajo la 
 influencia de la atención ingenua de su amada , se sentía más 
 elocuente , con la memoria más fresca y las ideas más claras . « Tú no 
 puedes hacerte cargo de aquellas 

       
        noches de luna en Cuba , de aquella bóveda",SPA3001_PerezGaldos_FortunataYJacinta_annotated.xml,1880-1899,Cuba,Positive,0.6962947845458984
Cuba,"entré , como en el cuarto de oración ! ... ¡ Na , 
 hombre , que sois toninas de la mar , y no más que eso ! ... Y por aquí siguió la porfía ; y al 
 ruido del tiroteo y de las carcajadas , perdió Sama el respetillo 
 que le infundía la presencia de Bitadura , que , al cabo , era su 
 capitán ; largó una sopimpa de cornetín , remedándole con los puños y 
 con la voz , y cata a los cuatro restantes bailándola como los 
 mismos negros de Cuba . Y no jugaron después a 

     
       paso 
     
      o al 

     
       soleto 
     
      , porque llegó la capitana , avisó que 
 estaba la sopa en la mesa , y se fueron todos al comedor . Cinco meses había estado fuera de su 
 patria Bitadura , y cerca de dos de ellos acababa de pasarlos en la 
 mar , sin comunicación alguna con el mundo . Lo primero que se le 
 ocurriría hoy a un hombre en esas mismas condiciones , al volver a 
 su casa y sentarse a la mesa entre amigos , sería",SPA3007_Pereda_Sotileza_annotated.xml,1880-1899,Cuba,Very Negative,0.6780562996864319
Cuba,"que ocurría ; y el guardia más antiguo se encaró con el repatriado , y colocándole una mano sobre el hombro ... El peso de la mano aquella bastó para hundir el cuerpo de Santiago , que cayó al suelo , dando contra un árbol la descarnada cabeza , que empezó a verter sobre la arena un reguerito de sangre . En la Puerta de Atocha se decía que dos curas habían dado muerte a un repatriado ; en la plaza de Antón Martín se dijo que un guardia de Orden público había concluido a tiros con un repatriado de Cuba . A Santiago le llevaron en una camilla al hospital ; y cuando el médico de guardia vio que la herida era leve , pero que la inaniación era extremada , dijo al practicante , encargándole la mayor reserva , que yo también guardo : -¡Bah ! Un Ejército que no tiene libertad , ni medios , ni derecho para defender a un soldado , ¿ cómo va a defender la Patria ? Cuando Santiago se dio cuenta de que vivía y comprendió que se hallaba en el hospital , sintió el frío del espanto . Es necesario ser pobre",SPA4022_Lanza_LaRendicionDeSantiago_annotated.xml,1900-1920,Cuba,Very Negative,0.6765007972717285
Cuba,"iba a su 
				 oficina a extractar expedientes o a arrullarles el sueño , comía 
				 luego sus pícaros garbanzos , cuando no le convidaban en alguna casa de 
				 fuste , y siempre por las noches , andaba de tertulia en tertulia . Nadie le 
				 quería ni bien ni mal , porque a nadie estorbaba , como no fuese a alguien 
				 que desease ser auxiliar como él ; pero el doctor no tenía un solo 
				 conocido que desease tan poco , sino que los paisanos deseaban ser ministros o 
				 superintendentes generales de Hacienda   en Cuba y los 
				 clérigos arzobispos , y los militares capitanes generales y dictadores . 
				 Menester hubiera sido que se allanase el doctor a ir de tertulia a las tiendas 
				 de aceite y vinagre para encontrar ya muchos envidiosos . Con tan 
				 elástico impulso aupaba el trampolín de la política , y tan 
				 rápido iba haciéndose el turno en los saltos icarios , que 
				 había esperanzas de sobra para cualquier titiritero . El doctor , en medio 
				 de todo , conservaba siempre las suyas , risueñas y halagadoras , y 
				 presentía que , sin",SPA2019_JuanValera_LasIlusionesDelDrFaustino_annotated.xml,1860-1879,Cuba,Neutral,0.6741234064102173
Cuba,"adorno o aliño de su persona . La miseria , en que ordinariamente vivía aquel hogar ilícito , la había hecho sucia y andrajosa . El granuja del mercadal de Valencia y la bella inglesa se entendieron a espaldas del tonelero , dueño temporal de las gracias de ésta . Salabert era más joven , más gallardo : el vicio de la borrachera no le tenía dominado como a aquél . Rosa le siguió a su zaquizamí abandonando al primer amante . A los pocos meses de vivir juntos , Salabert , a quien se presentó ocasión de partir a Cuba como camarero de un vapor , la abandonó a su vez . La inglesa , que llevaba ya en sus entrañas el fruto de aquella pasajera unión , rodó algún tiempo sin protección , sin recursos , por las calles de la ciudad , hasta que entró en relaciones con un carpintero del Grao que la recogió y llegó a hacerla su legítima esposa . Clementina se crió como intrusa en aquel nuevo hogar . Su madre era una mujer violenta , irascible , con ráfagas de ternura , que sólo guardaba para sus hijos legítimos . A ella ,",SPA3022_PalacioValdes_LaEspuma_annotated.xml,1880-1899,Cuba,Very Negative,0.64096999168396
