key_word,text_window,file,period,sentiment,confidence_score
Egipto,de las rocas » jinete en brioso caballo encaparazonado de amarillo el manteo de seda descendiendo desde el alzacuello a la cola del caballo y enseñando la limpia y blanca tonsura al saludar con el bonete al público de los balcones Y seguían detrás las dansetes escuadrones de pillería disfrazada con mugrientos trajes de turcos y catalanes indios y valencianos sonando roncos panderos e iniciando pasos de baile las banderas de los gremios trapos gloriosos con cuatro siglos de vida pendones guerreros de la revolucionaria menestralía del siglo xvi la sacra leyenda tan confusa como conmovedora de la huida a Egipto los Pecados capitales con estrambóticos trajes de puntas y colorines como bufones de la Edad Media y al frente de ellos la Virtud bautizada con el estrambótico nombre de la Moma los Reyes Magos haciendo prodigios de equitación heraldos a caballo jardineros municipales a pie con grandes ramos carrozas triunfales todo revuelto trajes y gestos como un grotesco desfile de Carnaval y alegrado por el vivo gangueo de las dulzainas el redoble de los tamboriles y el marcial pasacalle de las bandas Primero pasaron los portadores de las banderolas con sus dalmáticas de seda con las barras aragonesas y altas,SPA3009_BlascoIbanez_ArrozyTartana_annotated.xml,1880-1899,Very Positive,0.5300478935241699
Egipto,de las rocas » jinete en brioso caballo encaparazonado de amarillo el manteo de seda descendiendo desde el alzacuello a la cola del caballo y enseñando la limpia y blanca tonsura al saludar con el bonete al público de los balcones Y seguían detrás las dansetes escuadrones de pillería disfrazada con mugrientos trajes de turcos y catalanes indios y valencianos sonando roncos panderos e iniciando pasos de baile las banderas de los gremios trapos gloriosos con cuatro siglos de vida pendones guerreros de la revolucionaria menestralía del siglo xvi la sacra leyenda tan confusa como conmovedora de la huida a Egipto los Pecados capitales con estrambóticos trajes de puntas y colorines como bufones de la Edad Media y al frente de ellos la Virtud bautizada con el estrambótico nombre de la Moma los Reyes Magos haciendo prodigios de equitación heraldos a caballo jardineros municipales a pie con grandes ramos carrozas triunfales todo revuelto trajes y gestos como un grotesco desfile de Carnaval y alegrado por el vivo gangueo de las dulzainas el redoble de los tamboriles y el marcial pasacalle de las bandas Detrás presidiendo la comitiva como muda invitación hecha al público para asociarse a la fiesta iban en las,SPA3009_BlascoIbanez_ArrozyTartana_annotated.xml,1880-1899,Very Positive,0.5300478935241699
Egipto,Danubio los germanos officina gentium una rama de los cuales los godos acaba de privarnos de otro emperador Valente y más allá de los pueblos germánicos los scythes y los hunnos y al otro lado de la Persia los Imperios del Sindostán o Indostán y más lejos apartados por meses de navegación los pueblos séricos o sínnicos de donde nos viene la seda y a mediodía de los desiertos líbycos un mundo de hombres negros donde pululan las razas cuyos mares interiores nos envían el río Nilo y cuya circunnavegación costó años a los fenicios enviados por el Faraón de Egipto Necao II hace mil años según lo cuenta Heródoto y de cuyo interior desciende a nuestro mar Interno el río Nilo cuyas remotísimas fuentes fueron a explorar algunos romanos enviados por el emperador Nerón según refiere Séneca y en el hemisferio opuesto al nuestro un continente desconocido que Pomponio Mela delineó en su mapa del Orbe Calculad cuántos imperios como el romano caben en el orbe de la Tierra Pues todavía no os imaginéis que eso es mucho pensad más bien que todo eso es nada Tal vez a estas horas los moradores del planeta Venus o de Marte mirando,SPA4021_Costa_ElUltimoDia_annotated.xml,1900-1920,Positive,0.5131334662437439
Egipto,cesar cruzaban rozando con su animoso y agitado pecho las silbadoras flechas que parecian entretejarse en el espacio y se perdian entre las nubes formadas por la espesísima humareda Detente!—gritaba el poeta—¡Deten oh muerte tu segadora guadaña hasta que yo vea triunfante la enseña divina de la cruz dejame gozar por un solo instante de la gloria de mi patria Y multiplicábanse sus golpes y con sus breves y arrebatadores discursos alentaba á los menos animosos y encendia mas y mas el coraje de aquellos cuya intrepidez rayaba en locura Habíanse abordado la _ Marquesa _ y la Capitana de Egipto y de la una como de la otra parte no quedaba mas que morir ó vencer porque era imposible ya buscar la salvacion en la huida La parte del esquife era la mas comprometida si bien toda la banda de estribor hallábase asaltada tenazmente por numerosos enemigos Cervantes y sus camaradas no bastaban á contener el impetuoso ataque de los turcos por aquel lado pero Barbarigo acudió en su ayuda La victoria es nuestra!—gritó el terrible venecíano con potente voz—¡Nuestros hermanos están sobre la cubierta de la Real Otomana Mientes que la monta Alí!—exclamó un soldado turco arrojándose al proveedor,SPA1014_OrtegaYFrias_Cervantes_annotated.xml,1840-1859,Very Positive,0.5083480477333069
Egipto,mientras escribía la carta Cuatro meses después de la batalla del Frigridus 5 Septiembre de 394 a 17 Enero de 395 hallándose en la ciudad de Milán a los cincuenta años escasos de su edad falleció Theodosio agotada su fuerte constitución por el excesivo trabajo las guerras el lujo los placeres y una hidropesía de pecho sin haber regido el Imperio más que diez y seis años después de haber ordenado su sucesión y dividido el orbe romano en dos únicas porciones asignando el gobierno de la primera o sea el Imperio de Oriente provincias de Thacia Asia Menor Syria Egipto desde el bajo Danubio a los confines de la Persia y de la Ethiopía con más la mitad de la Illyria y las dos grandes diócesis de Macedonia y la Dacia al hijo mayor Arcadio de diez y siete años de edad y el de segunda o sea el Imperio de Occidente provincias de Italia Galia Hispania Islas Británicas África Illyria occidental con más la Nórica la Pannonia y la Dalmacia a su otro hijo de once años de edad Honorio dándoles por tutores respectivamente a Rufino y el conde Stilichón casado con Serena la renombrada sobrina de Theodosio Antes,SPA4021_Costa_ElUltimoDia_annotated.xml,1900-1920,Very Negative,0.5001634955406189
Egipto,"llegada del amigo que le habia citado y que apenas entró en el aposento se apresuró á estrechar amistosamente entre las suyas las manos de Juan Aquí me tienes,—exclamó éste,—dispuesto á admirar tu maravillosa invención y á declarar í Losada un nuevo Ful ton ó Edisson Tú estás decidido á verificar el viaje Por los aires Sí Hablas formalmente Reitero lo que en mis cartas te he dicho Te confieso ingenuamente que no me seduce la idea de que mañana escriban mi nombre al lado del tuyo como mártires ambos de la ciencia No seremos mártires sino héroes Napoleón en Egipto no en Waterloó Si tanta fé tienes en tu invención Oh Estoy seguro de haber despejado esa incógnita fatal nuevo polo Norte cuyo descubrimiento tanto ha preocupado á los sabios de todas las épocas y de todos los países sí amigo mio la dirección de los globos es ya un hecho y á mí se deberá la gloria de este maravilloso adelanto Al escucharte no puedo menos de sentir en mi pecho la esperanza que nace y el excepticismo que muere además yo te conozco has sido mi compañero en el árido estudio de las matemáticas y sé cuan vasta",SPA3029_Blanco_Cercado_annotated.xml,unknown,Positive,0.49518826603889465
Egipto,contestase las consultas de los obispos y de los sínodos Y un día amargado volvió las espaldas a Roma y a Italia para siempre se embarcó en el Tíber tocó en Rhegium costeó a Sicilia atravesando el Estrecho grato a sus ojos por tantos recuerdos clásicos las peregrinaciones de Ulises los engañosos cantos de las sirenas la insaciable voracidad de Charybdis serpenteó el dédalo de las islas Cyclades tocó en Chipre huésped del obispo Epiphanio arribó a Antioquía donde Paula y Eustochium le alcanzaron pocos meses después y con ellas marchó a Jerusalén recorriendo juntos los Santos lugares visitaron el Egipto y el afamado Didymo el Ciego y por último fueron a domiciliarse definitivamente en Bethlem donde fundaron varios monasterios para religiosos de ambos sexos Tres cosas principalmente distrajeron a Numisio los pocos días que paró esta vez en Roma y dieron esa breve tregua a la lucha que consigo mismo venía sosteniendo desde su salida de Byzancio Primeramente con destino a la policía encargada de mantener la más rigorosa disciplina en la población escolar empadronó a Numisiano en los registros de la ciudad llevando el encasillado de la hoja del censo respectivo con los nombres del inscrito Clarisimus puer hijo,SPA4021_Costa_ElUltimoDia_annotated.xml,1900-1920,Neutral,0.48874837160110474
Egipto,de las clases trabajadoras haciendo de la antigua Ilergecia y de la Cosetania un país además de agricultor esencialmente fabril manufacturero y exportador Mientras edificaba en Turnovas las oficinas u obradores y los dormitorios para los hilanderos tejedores y aprendices y se construían los telares y demás artefactos comprometió con diversos contratos y obtenía licencia especial del emperador Valentiniano con cultivadores del ager tarraconensis y de otros lugares de la región como asimismo con su padre en Nertóbriga la siembra y suministro de un cierto número fardos de lino macerado espadillado y rastrillado aparte el que se proponía importar de Egipto mientras maduraba el proyecto de alumbrar aguas de riego para Turnovas por medio de dos canales que le permitirían cultivar en grande y de su cuenta el preciado textil E hizo venir a todo coste de Alejandría dos operarios hábiles uno capataz de una de las manufacturas de byssus más renombradas de Egipto para que fuese director técnico al par que procurator y administrador del establecimiento otro para educar graduadamente a los aprendices que una vez formados habrían de esparcirse por el país promoviendo la creación de una red de fábricas y talleres domésticos cada vez más tupida También estuvo,SPA4021_Costa_ElUltimoDia_annotated.xml,1900-1920,Positive,0.4885723292827606
Egipto,andaba como indeciso y espantado y fuera de quicio Dice la historia y nosotros debíamos suponerlo aunque la historia no lo dijese que al degollar los cristianos de Estella a sus convecinos hebreos y al incendiar sus casas procuraron salvar de las llamas los inmensos tesoros que dedicaban estos al comercio y que a consecuencia de la salida de madre de aquel Pactolo la inundación alcanzó a todas partes y la abundancia de metálico se hizo sentir en todos los mercados hasta hacer caer los géneros en menosprecio Pero no duró muchos años época tan venturosa Al revés que en Egipto a la abundancia siguió la escasez El dinero en manos de los judíos era una pasta que fermentaba y en manos de los fieles una bola de nieve que se derretía No provenía tampoco el movimiento de la ciudad de la prisa que sus habitantes se daban para reedificar las muchas casas que se había llevado el río cuatro años antes no tenía el aspecto de orden y regularidad el murmullo silencioso de la vida fabril semejante al de las abejas en la colmena provenía únicamente de haber sido elegida la fidelísima ciudad de Estella para la solemne y magnífica,SPA1025_NavarroVilloslada_DonaBlanca_annotated.xml,1840-1859,Very Positive,0.4674031734466553
Egipto,quietud Pocas horas despues las ensangrentadas olas se revolverian entre cadáveres sin que las duras quillas cortasen sus espumas La noche debia protejer ocultando en su negro seno á las victimas que amenazaba sacrificar la guadaña de la muerte Bendita santa noche cuando traes el cansancio y tus tinieblas suspenden la matanza de los combates pero nó oh noche que tu oscuridad abriga el crímen alienta al asesino y levanta su brazo Declinaba el sol y el Oriente oscurecia como la gloria de sus hijos mientras la alcanzaban los defensores de la santa fé cristiana Apenas en la Capitana de Egipto podia ponerse un pie sin pisar un cadáver ó hacer salpicar la sangre de un charco enrojecido y humeante aun Perros infieles!—gritó Cervantes—¡Canalla vil gente menguada y cobarde Condenados impios Atrás vive el cielo Atras plaza que la victoria es nuestra Al gigante del hacha al de la pálida frente que son los mas terribles!—dijeron muchos turcos señalando á Barbarigo y al poeta Y uno de aquellos infieles preparando su arcabuz apuntó al incansable veneciano Cervantes dejó escapar un grito y comprendiendo con su viveza de imaginacion que asestando un golpe al que amenazaba la vida de su gefe no,SPA1014_OrtegaYFrias_Cervantes_annotated.xml,1840-1859,Very Negative,0.43957796692848206
Egipto,ambos contrincantes los más funestos resultados y les proporcionaría los más trascendentales compromisos ninguno cedía Cómo habían de ceder si creían ambos con mucha formalidad que en aquellas insignificantes quisquillas estaba comprometido nada menos que su honor Nosotros los hombres nos burlamos del sexo bello pero confesemos internos que a veces debemos los del sexo feo parecer muy ridículos al bello en particular cuando nos metemos a confeccionar códigos que es nuestra parte flaca Entonces las señoras acudieron a las súplicas y a las lágrimas El francés se mantuvo inmutable como el destino impasible como una de las pirámides de Egipto que son una de las maravillas del mundo Pero Leopoldo que a pesar de sus ligeros cascos era un caballero sintió haber y sobre todo en presencia de señoras dado lugar a aquella escena tragi-ridícula Considerando esto sacó su flauta con mucha cachaza y dirigiéndose a las señoras que he sido un imprudente que he faltado a los miramientos debidos a señoras Pero es de cuerdos reconocer su error y de prudentes enmendar su yerro Voy a complacer no a los señores sino a ustedes a las que debo esta reparación Leopoldo tocó algunos compases guardo su flauta y se,SPA2008_FernanCaballero_UnServilonYUnLibertario_annotated.xml,1840-1859,Very Positive,0.4192819595336914
Egipto,poeta da á sus composiciones y que es para ellos la mas dulce de las armonías empezó pues por aquella sestina Y ya la habia repetido dos veces cuando vino á interrumpirle la llegada del bravo caballero que tanto habia escitado la curiosidad general en la noche anterior durante el motin Sin duda debia aquel misterioso personaje ser muy allegado al Rey á juzgar por el desenfado con que se aproximó á él y por la escesiva franqueza con que dijo -No pensó mal aquel gran monarca pero ya veis que no lo pensó hasta despues de haber subyugado á Egipto Al oir D. Alonso estas palabras reconoció la voz del que las pronunciaba y volviéndose con gran presteza esclamó -¡Eres tú Fernandez -Yo soy señor -Estás herido ó contuso -No á Dios gracias -Dices bien á Dios gracias porque te espusiste como un loco y me hiciste pasar ratos crueles -¿Qué me vísteis acaso -Sí te vi desde el momento en que empezó á despuntar la mañana y te aseguro que me disgustó tu temeridad -Qué quereis peleaba por vos -Está bien agradezco tu celo pero te prohibo que vuelvas á lidíar á riesgo de tu vida sin contar con,SPA1015_Jover_LasAmarguras_annotated.xml,1840-1859,Positive,0.4173184633255005
Egipto,soltado a tu Olimpia puedes hacer y decir lo que quieras Antes que darte un beso será capaz la boerina de atravesarse el corazón con un puñal Y ya verás lo que es querer y no ser querido En la plaza de Wepener pacífica villa del Estado libre de Orange tres hombres blancos ayudados por otros tantos cafres hallábanse enjaezando uno de esos aparatos que caracterizan al Sur de Africa Porque hay cosas que por sí solas bastan para que surja en nuestra mente la imagen de todo un pueblo Así una pirámide de piedra nos hace pensar en el Egipto de los Faraones una góndola nos transporta a Venecia un farol de gas nos lleva a Londres París u otra población civilizada un trineo a la Rusia del Norte una mantilla a España un gran bock de cerveza a Alemania y un vagón acarreado por bueyes que es el aparato que nuestros seis hombres se hallan enjaezando nos obliga a poner el pensamiento en el Africa del Sur El vagón de bueyes Toda una historia evoca el pesado artefacto Es la casa donde vivieron los pobres burghers en su peregrinación por el desierto al huir de la dominación inglesa Es,SPA4017_Maetzu_LaGuerraDelTransvaal_annotated.xml,1900-1920,Very Positive,0.4125605523586273
Escocia,de que no queda por desgracia rastro alguno Pues sucedió que bajo el disfraz de uno de estos buhoneros llegó un día a casa de Antonio de Guaras el jesuita inglés Holt que juntamente con su compañero escocés Chreigton había enviado Gregorio XIII a Inglaterra como agentes suyos en el negocio de la invasión española Venía de Sheffield y era portador de una carta cifrada de María Estuardo para Antonio de Guaras traíala dentro de un espejillo con mucho arte dispuesto que para estas peligrosas ocasiones llevaba siempre entre sus baratijas de buhonero En esta carta mandaba la reina de Escocia a Antonio de Guaras prevenir a Don Juan el complot que contra su vida urdían los señores del Consejo de la reina Isabel cuya noticia había llegado a Sheffield por uno de los muchos partidarios del matrimonio de María y Don Juan que por aquel entonces pululaban y trabajaban en Inglaterra y Escocia susnoticias eran sin embargo incompletas porque sólo hablaba vagamente de dicho complot sin precisar detalle alguno ylimitándose tan sólo a encomendar a Don Juan la guarda de su persona «il me semble que le sieur Don Juan se doilt soigneusement donner garde qu'il n'aye au pres de,SPA4025_Coloma_Jeromin_annotated.xml,1900-1920,Very Negative,0.6737173795700073
Escocia,Por las agallas como he dicho arrojan el agua que han tragado después de separar y absorber el aire que había en ella y que les sirve para la respiración Las propiedades que les son comunes son el tener el cuerpo cubierto de escamas unas aletas formadas de espinas cartilaginosas unidas a una piel sutil y en el vientre una vejiga que les facilita mucho el salir a flor de agua El pescado blanco como es la merluza pajel bacalao es un excelente alimento para el hombre Especialmente el último que se pesca en grande abundancia en las costas de Escocia es comida asequible a las más modestas fortunas pues que abierto y salado se transporta a todos los países y se vende muy barato De su hígado se saca un aceite de excelentes propiedades medicinales El atún arenques sardinas y demás especies conocidas con el nombre de pescado azul aunque no tan sanas aprovechan también para nuestra alimentación El mayor de todos los animales que viven en las aguas es la ballena que puede llamarse el gigante de los mares Se pesca con grandísimo trabajo acercándose con lanchas a cierta distancia y arrojándole una especie de dardo que se llama,SPA3028_PascualDeSanjuan_Flora_annotated.xml,1880-1899,Positive,0.613700807094574
Escocia,baja Aquellas gentes llegaron a inspirarle un odio inmenso Se pasaban los almuerzos discutiendo el menú de las comi das y las comidas el de los almuerzos Cuando se agotaba tan interesante tema ponderaban gravemente las excelencias de las camisas de lana sobre las de algodón y las de hilo Hablaban poco de su trabajo al que no prestaban más esfuerzo que el automático de los músculos Lo que constituía el tema principal de las conversaciones era el ahorro de cada uno Gregor economiza mensualmente diez libras dentro de año y medio tendrá las mil que necesita para irse a Escocia y vivir sin trabajar Yo no podré irme a Inglaterra hasta dentro de cuatro años decía otro Y todos pensaban lo mismo Ninguno sentía amor hacia aquella bendita tierra de Africa que a todos les mantenía nadie pensaba en buscarse una posición fija en el país nadie soñaba con dejar fecunda huella de su paso por el continente Vivían acampados fijos los ojos en la vieja Inglaterra que sin embargo los había arrojado de su seno para que se buscaran el pan por esos mundos Y Alejandro los odiaba no tanto por su desamor a la tierra africana cuanto por,SPA4017_Maetzu_LaGuerraDelTransvaal_annotated.xml,1900-1920,Very Negative,0.5930833220481873
Escocia,Antes de principiar el relato de este atrevido viajero nos parece conveniente decir algo sobre sus circunstancias y carácter pues así se comprenderán mejor los sucesos que han de darse a conocer en este libro sucesos extraordinarios raros sorprendentes hasta el punto de que muchos pudieran calificarse de maravillosos El doctor Smith había nacido en Escocia y sus padres poseían algunos bienes que les permitían vivir con desahogo Estudió con mucho aprovechamiento la medicina distinguiéndose particularmente en las ciencias naturales Desde niño había mostrado gran afición a viajar envidiando a esos grandes hombres que con una abnegación sin límites han sacrificado su vida en bien de la ciencia sin aspirar a otra recompensa que a la satisfacción de haber cumplido sus deberes siendo útiles a la humanidad Sin embargo no pensó Smith en abandonar su patria donde tenía todas sus afecciones pero las circunstancias le hicieron adoptar distinta resolución Según las noticias que han podido adquirirse,SPA2014_OrtegayFrias_UnAnyoEntreLosSalvajes_annotated.xml,1860-1879,Positive,0.5755398869514465
Escocia,de Inglaterra En ésta he querido deciros que la voluntad que siempre os he tenido y tengo de hermano es tal y tan grande que después del servicio que deseo que se haga a Nuestro Señor en reducir aquel reino a la religión católica estimaré en más de lo que os podré encarescer que aquello suceda bien por ser ocasión en que os podré mostrar lo mucho que os amo y quiero y en señal y prenda dello desde agora os aseguro que saliéndose con la empresa de dicho reino holgaré que quedéis con él casándoos con la reina de Escocia habiéndose viva poniéndose en libertad y posesión de su reino que es cosa que se ha entendido que ella desea y que será bien debida al que la hubiese sacado de tantos trabajos quando vuestra persona por la calidad y valor della no lo meresciese también de suyo Y aunque sucediendo el caso habrá algunas cosas que convengan aceptar y capitular me ha parescido que no hay que tratar desto tan antes de tiempo y que bastará por ahora advertiros como arriba está dicho haya de ser y sea en la forma y con las condiciones que a mí me,SPA4025_Coloma_Jeromin_annotated.xml,1900-1920,Very Positive,0.539757490158081
Escocia,en puño y no le gusta ser rumboso sino con dinero ajeno El volcán que rugía en el pecho de la señora de Jáuregui no podía arrojar su lava sino sobre Papitos que para esto justamente estaba Había empezado aquel día la monilla por hacer bien las cosas pero la riñó su ama tan sin razón que diablo de chica concluyó por hacerlo todo al revés Si le ordenaban quitar agua de un puchero echaba más En vez de picar cebolla machacaba ajos la mandaron a la tienda por una lata de sardinas y trajo cuatro libras de bacalao de Escocia rompió una escudilla y tantos disparates hizo que doña Lupe por poco le aporrea el cráneo con la mano del almirez De esto tengo la culpa yo grandísima bestia por empeñarme en domar acémilas y en hacer de ellas personas Hoy te vas a tu casa a la choza del muladar de Cuatro Caminos donde estabas entre cerdos y gallinas que es la sociedad que te cuadra Y por aquí seguía la retahíla Pobre Papitos Suspiraba y le corrían las lágrimas por la cara abajo Había llegado ya a tal punto su azoramiento que no daba pie con bola Entre,SPA3001_PerezGaldos_FortunataYJacinta_annotated.xml,1880-1899,Very Negative,0.5297154784202576
Escocia,de Holanda Los elementos se conjuraron contra el heróico denuedo de nuestros marinos y soldados una furiosa borrasca dispersó los buques los desmanteló y muchos se estrellaron contra aquellas costas enemigas En vano batallaron los esforzados españoles para contrarestar los terribles embates de las embravecidas olas en vano se opusieron á los reiterados ataques de las escuadras combinadas de Holanda y de Inglaterra que aprovechándose de tan horrible desastre atacaron en detall á nuestros destrozados bajeles la ruina de La Invencible fué completa y los pocos buques que se salvaron del naufragio y del enemigo huyendo por el norte de Escocia llegaron á los puertos de España en estado tan miserable que la corte al saberlo quedó sobrecogida de espanto El Rey fué el único que conservó su serenidad al oir tan infausta nueva y cuando el presidente del consejo de Castilla la puso temblando en su conocimiento respondió aquellas memorables palabras que ha consignado la historia -Yo no envié mi armada para que combatiese contra los elementos sino contra los ingleses Hágase en todo la voluntad de Dios Esta desgracia para nuestra patria coincidió con otros dos sucesos importantes á saber la muerte del célebre Alejandro Farnesio duque de Parma,SPA1018_Andueza_DonFelipe_annotated.xml,1840-1859,Very Negative,0.5112724304199219
Escocia,vaya si le tengo yo soy yo Sí yo soy yo yo soy yo Le debo a ella a Eugenia cómo negarlo el que haya despertado mi facultad amorosa pero una vez que me la despertó y suscitó no necesito ya de ella lo que sobran son mujeres Al llegar a esto no pudo por menos que sonreírse y es que se acordó de aquella frase de Víctor cuando anunciándoles Gervasio recién casado que se iba con su mujer a pasar una temporadita en París le dijo A París y con mujer Eso es como ir con un bacalao a Escocia Lo que le hizo muchísima gracia a Augusto Y siguió diciéndose Lo que sobran son mujeres Y qué encanto la inocencia maliciosa la malicia inocente de Rosarito esta nueva edición de la eterna Eva qué encanto de chiquilla Ella Eugenia me ha bajado del abstracto al concreto pero ella me llevó al genérico y hay tantas mujeres apetitosas tantas tantas Eugenias tantas Rosarios No no conmigo no juega nadie y menos una mujer Yo soy yo Mi alma será pequeña pero es mía Y sintiendo en esta exaltación de su yo como si este se le fuera hinchando hinchando y,SPA4003_Unamuno_Niebla_annotated.xml,1900-1920,Positive,0.5022376775741577
Escocia,había entonces princesa alguna en Europa que no se diera por muy satisfecha con dar su mano al heredero de la monarquía más poderosa del mundo Comenzaron pues las diversas cortes a presentar sus candidatas y fue la primera la reina Catalina de Médicis que propuso para princesa de Asturias a su hija menor Margarita de Valois la famosa Margot que fue luego reina de Navarra Murió luego en Francia su rey Francisco II y los Guisas tan simpáticos a Felipe II propusiéronle a su sobrina la reciente reina viuda María Estuardo que era también reina por derecho propio de Escocia La corte de Lisboa por su parte proponía a la princesa Doña Juana y así le escribió a Don Felipe la gran reina viuda de Portugal Doña Catalina que como abuela del príncipe Don Carlos única hermana del emperador que ya quedaba y señora de tan altas prendas y virtudes podía mucho en el ánimo del monarca Este matrimonio era también deseado en el reino pues aunque la diferencia de edad entre la tía y el sobrino era considerable podía esto mismo unido a las grandes cualidades de la princesa de que tan buena cuenta dio durante el tiempo de,SPA4025_Coloma_Jeromin_annotated.xml,1900-1920,Positive,0.4456369876861572
Escocia,aquellas humildes barquitas de los buhoneros que subían lentamente por el Támesis llegaban a casa de Antonio Guaras secretos de la mayor importancia y recados de grandes personajes porque era el mercader aragonés desde los tiempos de Enrique VIII agente de la corte de España y habíase constituido desde la llegada de Don Juan de Austria a Flandes en el más acérrimo propagandista de la invasión española en Inglaterra y el intermediario entre aquél y la reina María Estuardo presa a la sazón en el castillo de Sheffield A Guaras pues dirigía Don Juan sus cartas a la reina de Escocia y a él iban dirigidas las que ella le contestaba correspondencia ésta interesantísima de que no queda por desgracia rastro alguno Pues sucedió que bajo el disfraz de uno de estos buhoneros llegó un día a casa de Antonio de Guaras el jesuita inglés Holt que juntamente con su compañero escocés Chreigton había enviado Gregorio XIII a Inglaterra como agentes suyos en el negocio de la invasión española Venía de Sheffield y era portador de una carta cifrada de María Estuardo para Antonio de Guaras traíala dentro de un espejillo con mucho arte dispuesto que para estas peligrosas ocasiones llevaba,SPA4025_Coloma_Jeromin_annotated.xml,1900-1920,Positive,0.40837037563323975
Escocia,del brazo del marqués de Dávalos Estaba espléndidamente hermosa la ex florista con su traje de María Estuardo Llevaba un sobretodo acuchillado de mangas abiertas color carmesí recamado de oro un elegante prendido de encaje y menudas florecillas de esmalte y perlas Su incomparable belleza irritó aún más la ira de Clementina La hermosa odalisca de Salabert aunque de inteligencia limitadísima había tenido tiempo a reflexionar que su presencia en el baile podría acarrear un conflicto Pero su antojo era tan vivo y desordenado que de ningún modo quiso dejar de satisfacerlo de lucir su costoso vestido de reina de Escocia Pensó que podría sortear aquella difícil situación yendo a última hora dando un par de vueltas por los salones y retirándose en seguida Hizose acompañar de una amiga vieja de aspecto venerable Amargo desengaño debió de experimentar cuando al penetrar en los salones y tropezar con una porción de distinguidos salvajes a quienes trataba con intimidad Pepe Castro el conde de Agreda Maldonado y otros observó que todos le volvían la espalda y se apresuraban a alejarse Tan sólo el fiel Manolo el loco marqués de Dávalos la reconoció y consintió en la mengua de ofrecerla el brazo Pocos minutos,SPA3022_PalacioValdes_LaEspuma_annotated.xml,1880-1899,Very Positive,0.40597501397132874
Escocia,mandarle al pasillo era un castigo que la Amparo había inventado últimamente Cuando el duque la impacientaba o la aburría echábale de la habitación y le tenía a veces horas enteras en la antesala o en el pasillo esperando como un perro Ahora no tardó tanto en abrirle de nuevo Estaba sonriente y serena y le abrazó cariñosamente Oye Tono estaría bien disfrazada de María Estuardo Estarías admirablemente Creo que debes encargarte el traje en seguida Amparo sonrió maliciosamente Ya está encargado y ya está hecho Mira Y abriendo el cuarto guardarropa le mostró un maniquí vestido de reina de Escocia Llegó al fin el día del baile Los periódicos lo anunciaron por última vez haciendo resonar fuertemente el bombo y los platillos El duque de Requena había gastado en los preparativos más de un millón de pesetas según contaban los revisteros a sus lectores Decían además oh caso inaudito que las flores habían venido casi todas de París Y era cierto El duque nacido en Valencia el más hermoso jardín de Europa para su baile hacía traer las flores de Francia Un capital de algunos miles de duros en flores Las camelias rodaban por el suelo sirviendo de alfombra en,SPA3022_PalacioValdes_LaEspuma_annotated.xml,1880-1899,Very Positive,0.40162190794944763
Escocia,observada por varias personas pero nadie osó seguirlas si no es el demente Manolo que lo hizo de lejos La esposa de Felipe III se dirigió a la antesala y allí dijo a un lacayo El abrigo de esta señora No se habló otra palabra El lacayo entregó el abrigo María Estuardo se lo puso sin ayuda de nadie con mano temblorosa Luego avanzó unos cuantos pasos y volviéndose de pronto dirigió una mirada de odio mortal a D.ª Margarita de Austria que se la devolvió acompañada de una sonrisa de desprecio Estaba de Dios que la desgraciada reina de Escocia había de ser humillada siempre Primero lo fué por su tía Isabel de Inglaterra Ahora la reina Margarita la ponía sin miramientos de patitas en la calle Donde encontró a su venerable amiga dentro ya del coche Al ver el comienzo de la escena pasada se había escabullido prudentemente Antes que partiesen el marqués de Dávalos se juntó a ellas No sabemos lo que los salones de Requena ganaron en su aspecto moral con la marcha de María Estuardo pero sí podemos afirmar que perdieron mucho en el estético Porque a la verdad estaba lindísima El baile tocaba a su,SPA3022_PalacioValdes_LaEspuma_annotated.xml,1880-1899,Very Negative,0.4006900489330292
Escocia,terminantes que no es posible creer como Antonio Pérez asegura que fuesen una simple estratagema para estimular a Don Juan con aquellas esperanzas sin suponer en Felipe II una falsía y una mala fe capaz de arrollarlo todo y pisotearlo todo que es lo que Antonio Pérez pretende Porque no era solamente Don Juan el defraudado con esta estratagema éranlo también el Soberano Pontífice iniciador y principal apoyo de la jornada de Inglaterra éranlo los lores ingleses y escoceses y todos los católicos de aquellos reinos que exponían sus vidas y haciendas y éralo sobre todo aquella desdichada reina de Escocia que engañada con aquellas falsas esperanzas desperdiciaba ocasión y tiempo de emplear otros medios más seguros que la librasen del cautiverio y de la muerte Por otra parte no se limitó Felipe II a hacer estas declaraciones y promesas a Don Juan privadamente y de palabra hízoselas también por escrito en dos cartas que le escribió a Flandes recién ido a Madrid en noviembre de 1576 He aquí estos dos importantes documentos que deben leerse con atención suma porque ellos encierran la norma de la leal conducta de Don Juan en aquel gobierno « Por otra que va con ésta,SPA4025_Coloma_Jeromin_annotated.xml,1900-1920,Very Positive,0.39257004857063293
